"account","permitID","agencyID","permitStatus","desc","stateClass","permitType","propertyType","issueDate","year","siteNo","sitePrefix","siteStreet","siteType","siteSuffix","siteApt"
"0570860090009","1374996","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"10/25/2013",2014,"3114",NA,"ARBOR",NA,"ST",NA
"0570860090019","1319948","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"08/07/2012",2013,"3115",NA,"ROSEDALE",NA,"ST",NA
"0570890010029","1409581","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"07/18/2014",2015,"1601",NA,"BROADWAY",NA,"ST","2"
"0570890010029","1409582","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"07/18/2014",2015,"1601",NA,"BROADWAY",NA,"ST","3"
"0570890010029","1409583","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"07/18/2014",2015,"1601",NA,"BROADWAY",NA,"ST","4"
"0570890010029","1409584","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"07/18/2014",2015,"1601",NA,"BROADWAY",NA,"ST","5"
"0570890010029","1409587","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"07/18/2014",2015,"1601",NA,"BROADWAY",NA,"ST","6"
"0570890010029","1409589","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"07/18/2014",2015,"1601",NA,"BROADWAY",NA,"ST","7"
"0570890010029","1409592","061","C","DEMO BLD/SEWER DISC",NA,"13",NA,"07/18/2014",2015,"1601",NA,"BROADWAY",NA,"ST","1"
"0570890010029","1409594","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"07/18/2014",2015,"1601",NA,"BROADWAY",NA,"ST","8"
"0570890010029","1424136","061","C","DEMO BLD / SEWER DISC ON PJ# 14076628",NA,"33",NA,"11/17/2014",2015,"1601",NA,"BROADWAY",NA,"ST","1"
"0570890010029","1424138","061","C","DEMO BLD / SEWER DISC ON PJ# 14076596",NA,"33",NA,"11/17/2014",2015,"1601",NA,"BROADWAY",NA,"ST","2"
"0570890010029","1424139","061","C","DEMO BLD / SEWER DISC ON PJ# 14076597",NA,"33",NA,"11/17/2014",2015,"1601",NA,"BROADWAY",NA,"ST","3"
"0570890010029","1424140","061","C","DEMO BLD / SEWER DISC ON PJ# 14076599",NA,"33",NA,"11/17/2014",2015,"1601",NA,"BROADWAY",NA,"ST","4"
"0570890010029","1424141","061","C","DEMO BLD / SEWER DISC ON PJ# 14076601",NA,"33",NA,"11/17/2014",2015,"1601",NA,"BROADWAY",NA,"ST","5"
"0570890010029","1424142","061","C","DEMO BLD / SEWER DISC ON PJ# 14076618",NA,"33",NA,"11/17/2014",2015,"1601",NA,"BROADWAY",NA,"ST","7"
"0570890010029","1424143","061","C","DEMO BLD / SEWER DISC ON PJ# 14076607",NA,"33",NA,"11/17/2014",2015,"1601",NA,"BROADWAY",NA,"ST","6"
"0570890010029","1424144","061","C","DEMO BLD / SEWER DISC ON PJ# 14076630",NA,"33",NA,"11/17/2014",2015,"1601",NA,"BROADWAY",NA,"ST","8"
"0570890020011","1303411","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"03/20/2012",2013,"8222",NA,"HARDING",NA,"ST",NA
"0570910000022","1161219","061","C","DWG DEMO",NA,"13",NA,"07/11/2008",2010,"1424",NA,"PAUL QUINN",NA,"ST",NA
"0570910000054","1","000","C","DEMO","A1","13",NA,"01/01/2008",2008,NA,NA,NA,NA,NA,NA
"0570950000008","1260472","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"02/15/2011",2012,"3429",NA,"TAMPA",NA,"ST",NA
"0570960000002","1","000","C","DEMO'D GR APPT 2001","A1","13",NA,"09/01/2005",2005,NA,NA,NA,NA,NA,NA
"0571030090016","2","074","C","DEMO","A1","13",NA,"01/01/2008",2008,NA,NA,NA,NA,NA,NA
"0571030100010","1","000","C","M/H DEMO","A2","13",NA,"10/26/2009",2010,NA,NA,NA,NA,NA,NA
"0571090210010","1","000","C","DEMO","A1","13",NA,"02/23/2007",2007,NA,NA,NA,NA,NA,NA
"0571090210012","2","076","C","DEMO","A1","13",NA,"01/25/2005",2005,NA,NA,NA,NA,NA,NA
"0571090210034","2","076","C","DEMO","A1","13",NA,"01/25/2005",2005,NA,NA,NA,NA,NA,NA
"0571210000023","1313583","061","C","DEMO RES/SEWER DISC       GARAGE  ONLY",NA,"13",NA,"06/19/2012",2013,"1940",NA,"PORTSMOUTH",NA,"ST",NA
"0571240000006","1212717","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"11/13/2009",2010,"1850",NA,"NORFOLK",NA,"ST",NA
"0571250000001","1",NA,"C","DET. GARAGE W/ SPACE ABOVE (1-2-5","A1","13",NA,"03/17/2014",2015,NA,NA,NA,NA,NA,NA
"0571250000001","1263211","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"03/23/2011",2012,"1961",NA,"NORFOLK",NA,"ST",NA
"0571250000002","1","000","C","DEMO DWG","A1","13",NA,"03/11/2015",2015,NA,NA,NA,NA,NA,NA
"0571250000008","1125291","061","C","DEMO GARAGE ONLY /SEWER DISC",NA,"13",NA,"01/26/2007",2008,"1935",NA,"NORFOLK",NA,"ST",NA
"0571250000014","1","000","C","CHK FOR DEMO","A1","13",NA,"12/30/1899",2012,NA,NA,NA,NA,NA,NA
"0571250000016","1369640","061","C","DEMO OF INTERIOR NON-LOAD BEARING/NON-FIRE RATED P",NA,"13",NA,"09/17/2013",2015,"1901",NA,"NORFOLK",NA,"ST",NA
"0571250000017","2","000","C","DEMO","A1","13","R","04/26/2007",2007,NA,NA,NA,NA,NA,NA
"0571250000038","2","000","C","DEMO","A1","13","R","04/26/2007",2007,NA,NA,NA,NA,NA,NA
"0571280000002","1321220","061","C","DEMO RESIDENCE/SEWER DISCONNECT",NA,"13",NA,"08/24/2012",2013,"1853",NA,"LEXINGTON",NA,"ST",NA
"0571300010002","1400916","061","C","DEMO RES/SEWER DISCONNECT (GARAGE ONLY)",NA,"13",NA,"05/16/2014",2015,"2045",NA,"RICHMOND",NA,"AV",NA
"0571300040002","1164758","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"08/11/2008",2009,"2001",NA,"LEXINGTON",NA,"ST",NA
"0571330000006","1309854","061","C","DEMO BLD /SEWER DISC",NA,"13",NA,"05/22/2012",2013,"3519","W","HOLCOMBE",NA,"BL",NA
"0571330000021","1323676","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"09/07/2012",2013,"3534",NA,"BRADFORD",NA,"ST",NA
"0571340000006","1399418","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"05/01/2014",2015,"3415",NA,"BELLAIRE",NA,"BL",NA
"0571340000010","1210702","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"08/13/2009",2010,"3401","W","HOLCOMBE",NA,"BL",NA
"0571340000020","1374592","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"10/22/2013",2014,"3436",NA,"BRADFORD",NA,"ST",NA
"0571340000020","1375084","061","C","DEMO RES/SEWER DISC (GARAGE APT ONLY)",NA,"13",NA,"10/28/2013",2014,"3436",NA,"BRADFORD",NA,"ST",NA
"0571390000001","1424111","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"11/14/2014",2015,"924",NA,"DAMON",NA,"CT",NA
"0571390000010","1126995","061","C","DEMO RES SEWER DISC",NA,"13",NA,"09/10/2007",2009,"915",NA,"DAMON",NA,"CT",NA
"0571420000013","1","000","M","DEMO","A1","13",NA,"12/30/2014",2016,NA,NA,NA,NA,NA,NA
"0571420000016","2",NA,"C","DEMO BLDG 3","A1","13",NA,"02/07/2013",2013,NA,NA,NA,NA,NA,NA
"0571420000016","1385565","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"01/29/2014",2015,"113",NA,"AMUNDSEN",NA,"ST",NA
"0571470010003","1126729","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"08/15/2007",2008,"3510",NA,"SAMPSON",NA,"ST",NA
"0571480030011","1","000","C","DEMO","A1","13",NA,"03/27/2007",2007,NA,NA,NA,NA,NA,NA
"0571480040010","1","000","C","GARAGE APT DEMO","A1","13",NA,"12/23/2013",2014,NA,NA,NA,NA,NA,NA
"0571490050004","2","000","C","DEMO","A1","13",NA,"07/09/2007",2008,NA,NA,NA,NA,NA,NA
"0571490050008","2","000","C","WF/DEMO","A1","13",NA,"06/02/2005",2005,NA,NA,NA,NA,NA,NA
"0571490060002","1287557","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"10/17/2011",2012,"3505",NA,"ADAIR",NA,"ST",NA
"0571490060009","1416379","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"09/02/2014",2015,"3522",NA,"SCOTT",NA,"ST",NA
"0571500070002","1236379","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"07/06/2010",2011,"3605",NA,"ADAIR",NA,"ST",NA
"0571530140001","1142498","061","C","DUPLEX DEMO/SEWER DISC",NA,"33",NA,"04/30/2008",2010,"3502",NA,"CLEBURNE",NA,"ST",NA
"0571530140001","1142499","061","C","DUPLEX DEMO/SEWER DISC",NA,"33",NA,"04/30/2008",2010,"3504",NA,"CLEBURNE",NA,"ST",NA
"0571530140001","1255840","061","C","DEMO DUPLEX/SEE P#8036900 FOR SEWER DISC",NA,"33",NA,"01/27/2011",2013,"3504",NA,"CLEBURNE",NA,"ST",NA
"0571530140003","1378405","061","C","DEMO RES/SEWER DISC",NA,"33",NA,"11/21/2013",2015,"3809",NA,"SAMPSON",NA,"ST",NA
"0571530140052","1217603","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"02/04/2010",2011,"3811",NA,"SAMPSON",NA,"ST",NA
"0571600000001","1420950","061","M","DEMO BLD/SEWER DISC",NA,"33",NA,"10/15/2014",2016,"2247",NA,"SAN FELIPE",NA,"ST",NA
"0571620000011","1",NA,"C","DEMO","A1","13",NA,"12/30/1899",2014,NA,NA,NA,NA,NA,NA
"0571630040001","3","061","C","DEMO/SEWER DISC",NA,"13",NA,"02/01/2013",2014,"2229",NA,"SAN FELIPE",NA,"ST",NA
"0571730000001","1","085","C","DEMO","A1","13",NA,"02/04/2008",2009,NA,NA,NA,NA,NA,NA
"0571730000006","1","085","C","DEMO","A1","13",NA,"05/25/2011",2012,NA,NA,NA,NA,NA,NA
"0571730000009","1","085","C","DEMO","A1","13",NA,"08/24/2005",2006,NA,NA,NA,NA,NA,NA
"0571740000002","2","085","C","DEMO","A1","13",NA,"08/01/2007",2008,"6004",NA,"LAKE",NA,"ST",NA
"0571750000001","1","085","C","DEMO DWG","A1","13",NA,"06/08/2006",2007,NA,NA,NA,NA,NA,NA
"0571750000005","2","085","C","DEMO","A1","13",NA,"09/05/2006",2007,NA,NA,NA,NA,NA,NA
"0571760000002","1","085","C","DEMO","A1","13",NA,"06/07/2011",2012,NA,NA,NA,NA,NA,NA
"0571760000005","1","085","C","DEMO","A1","13",NA,"04/14/2004",2005,NA,NA,NA,NA,NA,NA
"0571770000005","2","000","C","DEMO","A1","13",NA,"01/10/2006",2006,NA,NA,NA,NA,NA,NA
"0571770000012","2","085","C","DEMO","A1","13",NA,"07/28/2011",2012,NA,NA,NA,NA,NA,NA
"0571780000010","2","085","C","DEMO ALL OTHER","A1","13",NA,"06/27/2006",2007,NA,NA,NA,NA,NA,NA
"0571780000013","1","085","C","DEMO","A1","13",NA,"06/30/2008",2009,NA,NA,NA,NA,NA,NA
"0571780000015","1","000","C","DWG DEMO IN 2007","A1","13",NA,"12/30/1899",2008,NA,NA,NA,NA,NA,NA
"0571780000017","3","085","C","DEMO","A1","13",NA,"02/19/2008",2009,NA,NA,NA,NA,NA,NA
"0571800000008","1","085","C","DEMO","A1","13",NA,"05/11/2010",2011,"6116",NA,"KIRBY",NA,NA,NA
"0571800000011","1","085","C","DEMO","A1","13",NA,"04/26/2004",2005,NA,NA,NA,NA,NA,NA
"0571800000015","2","085","C","DEMO","A1","13",NA,"09/21/2011",2012,NA,NA,NA,NA,NA,NA
"0571800000017","1","085","C","DEMO","A1","13",NA,"06/18/2008",2009,NA,NA,NA,NA,NA,NA
"0571810000002","2","085","C","DEMO","A1","13",NA,"06/07/2007",2008,"2733",NA,"AMHERST",NA,"ST",NA
"0571810000010","2",NA,"P","DEMO","A1","13",NA,"12/30/1899",2016,NA,NA,NA,NA,NA,NA
"0571860000027","1275717","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"06/30/2011",2012,"306",NA,"FENN",NA,"ST",NA
"0571870000024","1","000","M","CHECK FOR DEMO","A1","13",NA,"12/30/2014",2016,NA,NA,NA,NA,NA,NA
"0571890000010","2","000","C","DEMO DWG","A1","13",NA,"09/26/2006",2008,NA,NA,NA,NA,NA,NA
"0571900000013","1346058","061","C","DEMO RES GARAGE/NO SEWER DISC NEEDED",NA,"13",NA,"03/08/2013",2014,"417",NA,"FENN",NA,"ST",NA
"0571900000027","2","000","C","DEMO","C1","13",NA,"01/15/2014",2014,NA,NA,NA,NA,NA,NA
"0571900000028","1350487","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"04/09/2013",2014,"405",NA,"FENN",NA,"ST",NA
"0571920080001","1","000","C","RES DEMO","C1","13",NA,"10/31/2012",2013,NA,NA,NA,NA,NA,NA
"0571920080004","1405312","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"06/02/2014",2015,"421",NA,"FENN",NA,"ST",NA
"0572010000001","1",NA,"C","DEMO","A1","13",NA,"07/25/2012",2013,NA,NA,NA,NA,NA,NA
"0572060000008","1262833","061","C","DEMO APT/SEWER DISC",NA,"33",NA,"03/17/2011",2012,"213","S","75TH",NA,"ST",NA
"0572090000015","1142794","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"05/02/2008",2009,"3035",NA,"GRAY",NA,"ST",NA
"0572120000009","1169920","061","C","RES DEMO/SEWER DISC",NA,"13",NA,"10/15/2008",2009,"3032",NA,"GRAY",NA,"ST",NA
"0572130000021","2","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"10/17/2013",2014,"3003",NA,"TRULLEY",NA,"ST",NA
"0572140000010","1172473","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"11/18/2008",2009,"3103",NA,"TRULLEY",NA,"ST",NA
"0572140000010","1296445","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"01/19/2012",2013,"2211",NA,"BRILEY",NA,"ST",NA
"0572280000024","2","000","C","RES DEMO","A1","13",NA,"10/29/2012",2013,NA,NA,NA,NA,NA,NA
"0572430000006","1165012","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"08/14/2008",2011,"2508",NA,"BARTLETT",NA,"ST",NA
"0572430000006","1396428","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"04/18/2014",2015,"2508",NA,"BARTLETT",NA,"ST",NA
"0572570000001","1414580","061","C","DEMO BLD/SEWER DISC",NA,"13",NA,"08/22/2014",2015,"4780","N","MAIN",NA,"ST",NA
"0572680210005","1","000","C","RES DWG DEMO","C3","13",NA,"03/27/2012",2012,NA,NA,NA,NA,NA,NA
"0572680290021","1","000","C","CHK FOR DEMO","A1","13",NA,"06/09/2011",2012,NA,NA,NA,NA,NA,NA
"0572690000012","1",NA,"C","DEMO OLD DWG","A1","13",NA,"02/21/2014",2014,NA,NA,NA,NA,NA,NA
"0572700000142","2","000","C","DEMO","A2","13",NA,"01/01/2008",2009,NA,NA,NA,NA,NA,NA
"0572730020020","1","000","C","DEMO","A1","13",NA,"02/27/2007",2007,NA,NA,NA,NA,NA,NA
"0572740030007","1","000","C","DEMO","A1","13",NA,"02/01/2006",2006,NA,NA,NA,NA,NA,NA
"0572790140003","1324306","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"09/17/2012",2013,"6711",NA,"NEW YORK",NA,"ST",NA
"0572800160001","1198708","061","C","BLD DEMO/SEWER DISC",NA,"33",NA,"07/01/2009",2010,"6701",NA,"CULLEN",NA,"BL",NA
"0572820200004","4",NA,"C","DWG DEMO","A1","13",NA,"12/30/1899",2015,NA,NA,NA,NA,NA,NA
"0572820200008","1","000","C","DEMO","C1","13",NA,"02/01/2006",2006,NA,NA,NA,NA,NA,NA
"0572840230002","1","061","C","DEMO","A1","13",NA,"05/21/2005",2006,NA,NA,NA,NA,NA,NA
"0572840230008","1380285","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"12/09/2013",2014,"6831",NA,"DUMBLE",NA,"ST",NA
"0572850010003","1",NA,"C","DEMO DWG","X3","13",NA,"12/30/1899",2014,NA,NA,NA,NA,NA,NA
"0572850010004","1",NA,"C","DWG DEMO","X1","13",NA,"12/30/1899",2014,NA,NA,NA,NA,NA,NA
"0572850010005","1",NA,"C","DEMO DWG.","X1","13",NA,"12/30/1899",2014,NA,NA,NA,NA,NA,NA
"0572850010005","2",NA,"C","DEMO DWG","X1","13",NA,"12/30/1899",2014,NA,NA,NA,NA,NA,NA
"0572870000002","2","000","M","DEMO","B2","13",NA,"03/26/2015",2016,NA,NA,NA,NA,NA,NA
"0572880000005","2","000","C","DEMO","A1","13","R","12/30/1899",2005,NA,NA,NA,NA,NA,NA
"0572880000012","1134466","061","C","DEMO RES/ SEWER DISC",NA,"13",NA,"01/15/2008",2009,"2508",NA,"BRUN",NA,"ST",NA
"0572960200001","1",NA,"C","CHECK CONDITION AND DEMO OF GARG","A1","13",NA,"12/30/1899",2012,NA,NA,NA,NA,NA,NA
"0572970220006","1","051","C","DEMO","A1","13",NA,"05/01/2012",2013,"210",NA,"HINES ST",NA,NA,NA
"0580010010002","1141216","061","C","DEMO RES GARAGE ONLY/SEWER DISC",NA,"13",NA,"04/11/2008",2009,"729","E","19TH",NA,"ST",NA
"0580010010002","1141221","061","C","DEMO RES GARAGE ONLY/NO SEWER DISC",NA,"13",NA,"04/11/2008",2009,"729","E","19TH",NA,"ST",NA
"0580010010003","1410097","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"07/25/2014",2015,"733","E","19TH",NA,"ST",NA
"0580020020002","1423879","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"11/12/2014",2015,"740","E","19TH",NA,"ST",NA
"0580040000034","1","000","C","FIRE REPORT/DEMO","A1","13",NA,"07/12/2009",2010,"205",NA,"IPSWICH","RD",NA,NA
"0580040010104","1261931","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"03/07/2011",2012,"315",NA,"IPSWICH",NA,"RD",NA
"0580050010005","1349599","061","C","DEMO GARAGE/NO SEWER DISCONNECT REQUIRED",NA,"13",NA,"04/19/2013",2014,"552",NA,"REDAN",NA,"ST",NA
"0580050010007","1236543","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"07/07/2010",2011,"613",NA,"MERRILL",NA,"ST",NA
"0580050010011","1363500","061","C","DEMO RES / NO SEWER DISC (GARAGE ONLY)",NA,"13",NA,"07/23/2013",2014,"539",NA,"MERRILL",NA,"ST",NA
"0580050010011","1427408","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"12/22/2014",2015,"539",NA,"MERRILL",NA,"ST",NA
"0580050010012","2","040","C","PER 2005 HEARING DWG BURNED TO THE GROUND RVST1/06","A1","13",NA,"10/10/2005",2006,NA,NA,NA,NA,NA,NA
"0580050020003","1","000","C","DEMO 2ND DWG","A1","13",NA,"12/30/1899",2012,NA,NA,NA,NA,NA,NA
"0580100030007","2","071","C","DEMO","A1","13",NA,"01/26/2005",2006,NA,NA,NA,NA,NA,NA
"0580100030008","1","071","C","DEMO","A1","13",NA,"05/11/2006",2007,NA,NA,NA,NA,NA,NA
"0580100030009","1","071","C","DEMO","A2","13",NA,"06/10/2010",2012,NA,NA,NA,NA,NA,NA
"0580100040002","1","000","C","DEMOLITION 100% 1/06","A1","13",NA,"12/30/1899",2006,NA,NA,NA,NA,NA,NA
"0580100040003","1","071","C","DEMO","A3","13",NA,"09/02/2009",2010,NA,NA,NA,NA,NA,NA
"0580110050001","2","071","C","DEMOLITION","A1","13",NA,"06/21/2005",2006,NA,NA,NA,NA,NA,NA
"0580110060003","2","071","C","DEMO","A1","13",NA,"10/21/2010",2011,NA,NA,NA,NA,NA,NA
"0580120070008","1","071","C","DEMO","A1","13",NA,"10/23/2007",2008,"203",NA,"BAYSHORE",NA,"DR",NA
"0580120070009","1","071","C","DEMO","A2","13",NA,"06/19/2008",2009,NA,NA,NA,NA,NA,NA
"0580120070028","1","071","C","DEMO","A2","13",NA,"05/22/2009",2010,NA,NA,NA,NA,NA,NA
"0580120070031","1","071","C","DEMO","A1","13",NA,"05/17/2007",2008,NA,NA,NA,NA,NA,NA
"0580120080009","2","000","C","DEMO","A3","13","R","03/27/2012",2012,NA,NA,NA,NA,NA,NA
"0580140000010","4","000","M","DEMO OF 1311","A1","13",NA,"05/22/2014",2016,NA,NA,NA,NA,NA,NA
"0580170050001","3","000","C","DEMO","A1","13",NA,"01/01/2009",2010,NA,NA,NA,NA,NA,NA
"0580170050001","1192518","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"04/09/2009",2010,"2820",NA,"EASTMAN",NA,"ST",NA
"0580170050010","1145319","061","C","DEMO RES GARAGE / NO SEWER DISC",NA,"13",NA,"06/04/2008",2011,"2714",NA,"EASTMAN",NA,"ST",NA
"0580170050011","2","000","C","HOUSE TO BE MOVED POSTED","A1","13",NA,"01/01/2009",2011,NA,NA,NA,NA,NA,NA
"0580190000008","1","085","C","DEMO","A1","13",NA,"09/09/2008",2009,NA,NA,NA,NA,NA,NA
"0580190000009","1","085","C","DEMO","A1","13",NA,"05/13/2004",2005,NA,NA,NA,NA,NA,NA
"0580210000004","2","085","C","DEMO","A1","13",NA,"02/23/2004",2005,NA,NA,NA,NA,NA,NA
"0580220000004","2","085","C","DEMO","A1","13",NA,"06/06/2005",2006,NA,NA,NA,NA,NA,NA
"0580220000008","1","085","C","DEMO","A1","13",NA,"08/06/2009",2010,NA,NA,NA,NA,NA,NA
"0580230000001","2","085","C","DEMO","A1","13",NA,"10/16/2012",2015,NA,NA,NA,NA,NA,NA
"0580240000001","1","085","C","DEMO","A1","13",NA,"05/07/2014",2015,NA,NA,NA,NA,NA,NA
"0580250000007","3","000","C","DEMO","A1","13",NA,"01/10/2006",2006,NA,NA,NA,NA,NA,NA
"0580260000004","1","085","C","DEMO","A1","13",NA,"03/02/2009",2010,NA,NA,NA,NA,NA,NA
"0580260000005","3","000","C","DEMO","A1","13",NA,"01/19/2012",2012,NA,NA,NA,NA,NA,NA
"0580260000007","1","000","C","CHECK FOR RMDL OR DEMO","A1","13",NA,"01/22/2013",2013,NA,NA,NA,NA,NA,NA
"0580260000007","3","085","C","DEMO DWG","A1","13",NA,"03/05/2012",2013,NA,NA,NA,NA,NA,NA
"0580270000002","1","085","C","DEMO","A1","13",NA,"05/11/2007",2008,NA,NA,NA,NA,NA,NA
"0580270000003","2","085","C","DEMO","A1","13",NA,"09/17/2007",2008,"5911",NA,"LAKE",NA,NA,NA
"0580450010008","1","000","C","DEMO DWG","A1","13",NA,"01/01/2008",2009,NA,NA,NA,NA,NA,NA
"0580460030017","1","000","C","DEMO DWG PER 07 HRG","A1","13",NA,"11/27/2007",2008,NA,NA,NA,NA,NA,NA
"0580460030036","3","077","C","DEMO","A1","13",NA,"01/30/2014",2015,NA,NA,NA,NA,NA,NA
"0580460030038","2",NA,"C","DEMO DWG","C1","13",NA,"01/05/2010",2010,NA,NA,NA,NA,NA,NA
"0580460040004","1","000","C","W/F DEMO","A1","13",NA,"07/06/2006",2006,NA,NA,NA,NA,NA,NA
"0580460040032","2",NA,"C","DEMO DWG","A1","13",NA,"01/14/2010",2010,NA,NA,NA,NA,NA,NA
"0580460040063","1","000","C","DEMO","A1","13",NA,"07/23/2009",2009,NA,NA,NA,NA,NA,NA
"0580470050003","2","077","C","DEMO 100% 6/10/09 PER CITY OF SHOREACRES","A1","13",NA,"03/03/2009",2010,NA,NA,NA,NA,NA,NA
"0580470050020","2",NA,"C","DEMO DWG","C1","13",NA,"01/05/2010",2010,NA,NA,NA,NA,NA,NA
"0580470050032","2","000","C","DEMO","A1","13",NA,"03/18/2013",2013,NA,NA,NA,NA,NA,NA
"0580480080012","2",NA,"C","DEMO DWG","C1","13",NA,"01/05/2010",2010,NA,NA,NA,NA,NA,NA
"0580480080013","2",NA,"C","DEMO DWG","C1","13",NA,"01/05/2010",2010,NA,NA,NA,NA,NA,NA
"0580480080017","2","077","C","RPRS","A1","13",NA,"12/02/2010",2011,NA,NA,NA,NA,NA,NA
"0580490090001","2",NA,"C","DEMO DWG","C1","13",NA,"01/05/2010",2010,NA,NA,NA,NA,NA,NA
"0580490090002","1","000","C","DEMO","A1","13",NA,"01/01/2009",2009,NA,NA,NA,NA,NA,NA
"0580490090016","3",NA,"C","DEMO","A3","13",NA,"12/30/1899",2013,NA,NA,NA,NA,NA,NA
"0580490090018","2",NA,"C","DEMO HOUSE","C3","13",NA,"02/22/2012",2012,NA,NA,NA,NA,NA,NA
"0580490100001","2",NA,"C","DEMO HOUSE","A3","13",NA,"02/22/2012",2012,NA,NA,NA,NA,NA,NA
"0580490100004","2",NA,"C","DEMO","A1","13",NA,"01/01/2010",2010,NA,NA,NA,NA,NA,NA
"0580530170009","2","000","C","DEMO","C1","13",NA,"01/01/2010",2010,NA,NA,NA,NA,NA,NA
"0580540190002","2","000","C","DEMO","A1","13",NA,"01/01/2009",2010,NA,NA,NA,NA,NA,NA
"0580580280011","2","040","C","CK FOR DEMO","A1","13",NA,"09/17/2009",2010,"3410",NA,"BYWAY ST",NA,NA,NA
"0580590290008","2","077","C","CHECK FOR DEMO OF DWG","A1","13",NA,"05/10/2010",2011,NA,NA,NA,NA,NA,NA
"0580600320010","2",NA,"C","DEMO","A1","13",NA,"12/30/1899",2010,NA,NA,NA,NA,NA,NA
"0580610330002","2",NA,"C","DEMO DWG","C1","13",NA,"12/30/1899",2010,NA,NA,NA,NA,NA,NA
"0580630370036","3","000","C","DEMO","A1","13",NA,"03/29/2012",2012,NA,NA,NA,NA,NA,NA
"0580630380005","2","000","C","DEMO","A1","13",NA,"03/30/2012",2012,NA,NA,NA,NA,NA,NA
"0580630390001","2","000","C","DEMO","A3","13",NA,"03/29/2012",2012,NA,NA,NA,NA,NA,NA
"0580630390003","3","000","C","DEMO","C1","13",NA,"12/01/2009",2010,NA,NA,NA,NA,NA,NA
"0580640400004","2",NA,"C","DEMO","C1","13",NA,"01/01/2009",2009,NA,NA,NA,NA,NA,NA
"0580640410022","3",NA,"C",NA,"A3","13",NA,"12/30/1899",2011,NA,NA,NA,NA,NA,NA
"0580640410031","2",NA,"C","FIRE DAMAGE","A1","13",NA,"02/01/2010",2011,NA,NA,NA,NA,NA,NA
"0580670450014","1","000","C","DEMO","A1","13",NA,"08/24/2009",2010,NA,NA,NA,NA,NA,NA
"0580670460007","2",NA,"C","DEMO","C1","13",NA,"01/01/2009",2009,NA,NA,NA,NA,NA,NA
"0580680470012","1",NA,"C","DEMO","A1","13",NA,"08/04/2009",2010,NA,NA,NA,NA,NA,NA
"0580680480008","2","000","C","DEMO","A1","13",NA,"03/30/2012",2012,NA,NA,NA,NA,NA,NA
"0580770010001","1","000","C","BARN DEMO","A1","13",NA,"10/28/2014",2015,NA,NA,NA,NA,NA,NA
"0580770010001","2","000","C","DETACHED GARAGE DEMO","A1","13",NA,"03/09/2015",2015,NA,NA,NA,NA,NA,NA
"0580770020015","2","000","C","DEMO","A1","43","R","05/20/2013",2013,NA,NA,NA,NA,NA,NA
"0580890000087","1165317","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"08/19/2008",2009,"417",NA,"MARTIN",NA,"ST",NA
"0580900040007","1134507","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"01/15/2008",2009,"111",NA,"HAMILTON",NA,"ST",NA
"0580910030005","1","000","C","DEMO DWG","C3","13",NA,"05/16/2012",2012,NA,NA,NA,NA,NA,NA
